gpu,dtype,tokens,head_dim,normalize,backend,median_us,min_us,max_us,repeats,all_pass
NVIDIA H200,bfloat16,1,256,1,hopper/mma_fast,1.5358000062406063,1.5337999910116196,1.536799967288971,5,True
NVIDIA H200,bfloat16,1,256,1,hopper/mma_split,1.5576000325381756,1.5553999692201614,1.5745999291539192,5,True
NVIDIA H200,bfloat16,1,256,1,hopper/warp,1.5135999768972397,1.4910000376403332,1.5154000371694565,5,True
NVIDIA H200,bfloat16,1,256,1,hopper/wmma_fast,1.792999915778637,1.7928000539541245,1.795399934053421,5,True
NVIDIA H200,bfloat16,1,256,1,hopper/wmma_split,1.8974000588059425,1.8942000344395638,1.8983999267220497,5,True
NVIDIA H200,bfloat16,1,64,0,dao,1.5286000445485115,1.5251999720931053,1.5300000086426735,5,True
NVIDIA H200,bfloat16,1,64,0,dao_plus_quant,2.875800058245659,2.8397999703884125,2.8783999383449554,5,True
NVIDIA H200,bfloat16,1,64,0,hopper/mma_fast,1.3996000401675701,1.397399976849556,1.4178000390529633,5,True
NVIDIA H200,bfloat16,1,64,0,hopper/mma_split,1.4046000316739082,1.4038000255823135,1.4055999927222729,5,True
NVIDIA H200,bfloat16,1,64,0,hopper/warp,1.3895999640226364,1.3752000406384468,1.3942000456154346,5,True
NVIDIA H200,bfloat16,1,64,0,hopper/wmma_fast,1.4254000037908554,1.4205999672412872,1.4255999587476254,5,True
NVIDIA H200,bfloat16,1,64,0,hopper/wmma_split,1.4034000225365162,1.402399968355894,1.405400037765503,5,True
NVIDIA H200,bfloat16,1,64,1,dao,1.5595999546349049,1.5572000294923782,1.561800017952919,5,True
NVIDIA H200,bfloat16,1,64,1,dao_plus_quant,2.8991999104619026,2.8982000425457954,2.9015999287366867,5,True
NVIDIA H200,bfloat16,1,64,1,hopper/mma_fast,1.3860000297427177,1.384199969470501,1.3886000029742718,5,True
NVIDIA H200,bfloat16,1,64,1,hopper/mma_split,1.4201999641954899,1.4192000031471252,1.422400027513504,5,True
NVIDIA H200,bfloat16,1,64,1,hopper/warp,1.4019999653100967,1.4000000432133675,1.4027999714016914,5,True
NVIDIA H200,bfloat16,1,64,1,hopper/wmma_fast,1.3976000249385834,1.3807999901473522,1.4000000432133675,5,True
NVIDIA H200,bfloat16,1,64,1,hopper/wmma_split,1.4328000135719776,1.4312000013887882,1.433200016617775,5,True
NVIDIA H200,bfloat16,128,128,0,dao,1.7311999574303627,1.7302000895142555,1.7333999276161194,5,True
NVIDIA H200,bfloat16,128,128,0,dao_plus_quant,3.2212000340223312,3.2193999737501144,3.2221999019384384,5,True
NVIDIA H200,bfloat16,128,128,0,hopper/mma_fast,1.5874000266194344,1.566999964416027,1.6219999641180038,5,False
NVIDIA H200,bfloat16,128,128,0,hopper/mma_split,1.683799922466278,1.6801999881863594,1.6853999346494675,5,False
NVIDIA H200,bfloat16,128,128,0,hopper/warp,1.551199983805418,1.5482000075280666,1.5522000379860401,5,True
