gpu,dtype,tokens,head_dim,normalize,backend,median_us,min_us,max_us,repeats,all_pass
NVIDIA H200,float16,128,256,1,hopper/mma_split,1.6806000843644142,1.6788000240921974,1.6821999102830887,5,True
NVIDIA H200,float16,128,256,1,hopper/warp,1.5993999317288399,1.5984000638127327,1.6039999201893806,5,True
NVIDIA H200,float16,128,256,1,hopper/wmma_fast,1.9269999116659164,1.9236000254750252,1.929599978029728,5,True
NVIDIA H200,float16,128,256,1,hopper/wmma_split,2.0136000588536263,2.012000046670437,2.0152000710368156,5,True
NVIDIA H200,float16,128,64,0,dao,1.6720000654459,1.670599915087223,1.6742000356316566,5,True
NVIDIA H200,float16,128,64,0,dao_plus_quant,3.158799931406975,3.158000111579895,3.161200135946274,5,True
NVIDIA H200,float16,128,64,0,hopper/mma_fast,1.6340000554919243,1.6313999891281128,1.634800061583519,5,False
NVIDIA H200,float16,128,64,0,hopper/mma_split,1.6287999227643013,1.6270000487565994,1.6297999769449234,5,True
NVIDIA H200,float16,128,64,0,hopper/warp,1.5266000293195248,1.5255999751389027,1.529799960553646,5,True
NVIDIA H200,float16,128,64,0,hopper/wmma_fast,1.9190000370144844,1.9053999334573746,1.9207999110221863,5,False
NVIDIA H200,float16,128,64,0,hopper/wmma_split,1.9759999588131905,1.974399946630001,1.9767999649047852,5,True
NVIDIA H200,float16,128,64,1,dao,1.7066000029444695,1.7041999846696854,1.7068000510334969,5,True
NVIDIA H200,float16,128,64,1,dao_plus_quant,3.147200122475624,3.146599978208542,3.1474001705646515,5,True
NVIDIA H200,float16,128,64,1,hopper/mma_fast,1.610800065100193,1.6087999567389488,1.6119999811053276,5,True
NVIDIA H200,float16,128,64,1,hopper/mma_split,1.658800058066845,1.6572000458836555,1.6597999259829521,5,True
NVIDIA H200,float16,128,64,1,hopper/warp,1.539199985563755,1.539000030606985,1.5428000129759312,5,True
NVIDIA H200,float16,128,64,1,hopper/wmma_fast,1.9123999401926994,1.9106000661849976,1.9131999462842941,5,True
NVIDIA H200,float16,128,64,1,hopper/wmma_split,2.0004000514745712,1.9972000271081924,2.001800015568733,5,True
NVIDIA H200,float16,131072,128,0,dao,80.63139915466309,80.61479926109314,80.98700046539307,5,True
NVIDIA H200,float16,131072,128,0,dao_plus_quant,161.1032009124756,160.86620092391968,162.00920343399048,5,True
NVIDIA H200,float16,131072,128,0,hopper/mma_fast,20.239800214767456,20.202599465847015,20.297999680042267,5,False
NVIDIA H200,float16,131072,128,0,hopper/mma_split,20.250199735164642,20.234200358390808,20.313799381256104,5,False
NVIDIA H200,float16,131072,128,0,hopper/warp,22.32300043106079,22.252200543880463,22.383800148963928,5,True
NVIDIA H200,float16,131072,128,0,hopper/wmma_fast,33.11519920825958,32.89659917354584,33.14479887485504,5,False
NVIDIA H200,float16,131072,128,0,hopper/wmma_split,36.92620098590851,36.660000681877136,36.94759905338287,5,False
NVIDIA H200,float16,131072,128,1,dao,80.68959712982178,80.58379888534546,80.74780106544495,5,True
NVIDIA H200,float16,131072,128,1,dao_plus_quant,161.13799810409546,160.84740161895752,161.18179559707642,5,True
NVIDIA H200,float16,131072,128,1,hopper/mma_fast,20.18740028142929,20.16959935426712,20.216800272464752,5,True
NVIDIA H200,float16,131072,128,1,hopper/mma_split,20.25420069694519,20.234400033950806,20.277799665927887,5,True
NVIDIA H200,float16,131072,128,1,hopper/warp,22.315600514411926,22.275400161743164,22.342799603939056,5,True
NVIDIA H200,float16,131072,128,1,hopper/wmma_fast,32.90640115737915,32.9041987657547,32.92480111122131,5,True
NVIDIA H200,float16,131072,128,1,hopper/wmma_split,36.69059872627258,36.66360080242157,36.715999245643616,5,True
NVIDIA H200,float16,131072,256,0,dao,80.83379864692688,80.67119717597961,80.89519739151001,5,True
NVIDIA H200,float16,131072,256,0,dao_plus_quant,162.01399564743042,161.50920391082764,162.06040382385254,5,True
NVIDIA H200,float16,131072,256,0,hopper/mma_fast,36.691999435424805,36.676400899887085,36.862799525260925,5,False
NVIDIA H200,float16,131072,256,0,hopper/mma_split,37.67560124397278,37.66680061817169,37.69440054893494,5,False
NVIDIA H200,float16,131072,256,0,hopper/warp,35.52820086479187,35.51880121231079,35.54059863090515,5,True
NVIDIA H200,float16,131072,256,0,hopper/wmma_fast,62.759798765182495,62.724798917770386,63.22680115699768,5,False
NVIDIA H200,float16,131072,256,0,hopper/wmma_split,70.39960026741028,70.36200165748596,70.96179723739624,5,False
NVIDIA H200,float16,131072,256,1,dao,80.67399859428406,80.64320087432861,80.6846022605896,5,True
NVIDIA H200,float16,131072,256,1,dao_plus_quant,161.65200471878052,161.58440113067627,161.68099641799927,5,True
NVIDIA H200,float16,131072,256,1,hopper/mma_fast,36.68999969959259,36.66499853134155,36.739400029182434,5,True
NVIDIA H200,float16,131072,256,1,hopper/mma_split,37.669798731803894,37.629398703575134,37.68500089645386,5,True
NVIDIA H200,float16,131072,256,1,hopper/warp,35.95919907093048,35.91800034046173,35.97779870033264,5,True
NVIDIA H200,float16,131072,256,1,hopper/wmma_fast,62.748199701309204,62.71299719810486,62.82820105552673,5,True
NVIDIA H200,float16,131072,256,1,hopper/wmma_split,70.45440077781677,70.4114019870758,70.5489993095398,5,True
NVIDIA H200,float16,131072,64,0,dao,80.47019839286804,80.45340180397034,81.04280233383179,5,True
NVIDIA H200,float16,131072,64,0,dao_plus_quant,160.79100370407104,160.54680347442627,161.76719665527344,5,True
NVIDIA H200,float16,131072,64,0,hopper/mma_fast,9.842000156641006,9.83320027589798,9.889200329780579,5,False
NVIDIA H200,float16,131072,64,0,hopper/mma_split,10.778599977493286,10.765600204467773,10.840599983930588,5,True
NVIDIA H200,float16,131072,64,0,hopper/warp,13.458800315856934,13.455800712108612,13.502399623394012,5,True
NVIDIA H200,float16,131072,64,0,hopper/wmma_fast,17.48719960451126,17.48179942369461,17.497000098228455,5,False
NVIDIA H200,float16,131072,64,0,hopper/wmma_split,19.44819986820221,19.444799423217773,19.461800158023834,5,True
NVIDIA H200,float16,131072,64,1,dao,80.46740293502808,80.4639995098114,80.47699928283691,5,True
NVIDIA H200,float16,131072,64,1,dao_plus_quant,160.52119731903076,160.51499843597412,160.53260564804077,5,True
NVIDIA H200,float16,131072,64,1,hopper/mma_fast,9.8410002887249,9.82699990272522,9.859000146389008,5,True
NVIDIA H200,float16,131072,64,1,hopper/mma_split,10.745800286531448,10.729999840259552,10.768000036478043,5,True
NVIDIA H200,float16,131072,64,1,hopper/warp,13.671199977397919,13.658200204372406,13.696600496768951,5,True
NVIDIA H200,float16,131072,64,1,hopper/wmma_fast,17.48480051755905,17.471399903297424,17.490200698375702,5,True
NVIDIA H200,float16,131072,64,1,hopper/wmma_split,19.48380023241043,19.459399580955505,19.505800306797028,5,True
NVIDIA H200,float16,16384,128,0,dao,11.326000094413757,11.321999877691269,11.333200335502625,5,True
NVIDIA H200,float16,16384,128,0,dao_plus_quant,22.458399832248688,22.452199459075928,22.460199892520905,5,True
NVIDIA H200,float16,16384,128,0,hopper/mma_fast,3.6490000784397125,3.6258000880479813,3.665599972009659,5,False
NVIDIA H200,float16,16384,128,0,hopper/mma_split,3.760800138115883,3.7581998854875565,3.7661999464035034,5,False
NVIDIA H200,float16,16384,128,0,hopper/warp,3.9225999265909195,3.9138000458478928,3.9282001554965973,5,True
NVIDIA H200,float16,16384,128,0,hopper/wmma_fast,5.600599944591522,5.597800016403198,5.607600137591362,5,False
NVIDIA H200,float16,16384,128,0,hopper/wmma_split,6.0697998851537704,6.067600101232529,6.072000041604042,5,False
NVIDIA H200,float16,16384,128,1,dao,11.360400170087814,11.353400349617004,11.369200050830841,5,True
NVIDIA H200,float16,16384,128,1,dao_plus_quant,22.446000576019287,22.44420051574707,22.46679961681366,5,True
NVIDIA H200,float16,16384,128,1,hopper/mma_fast,3.6437999457120895,3.638799861073494,3.655799850821495,5,True
NVIDIA H200,float16,16384,128,1,hopper/mma_split,3.7427999079227448,3.7413999438285828,3.7804000079631805,5,True
NVIDIA H200,float16,16384,128,1,hopper/warp,3.934599831700325,3.914399817585945,3.9763998240232468,5,True
NVIDIA H200,float16,16384,128,1,hopper/wmma_fast,5.5771999061107635,5.571600049734116,5.578799918293953,5,True
NVIDIA H200,float16,16384,128,1,hopper/wmma_split,6.07139989733696,6.07060007750988,6.079399958252907,5,True
NVIDIA H200,float16,16384,256,0,dao,11.483799666166306,11.475399881601334,11.49279996752739,5,True
NVIDIA H200,float16,16384,256,0,dao_plus_quant,22.92180061340332,22.904199361801147,22.94500023126602,5,True
NVIDIA H200,float16,16384,256,0,hopper/mma_fast,5.238199979066849,5.208199843764305,5.248799920082092,5,False
NVIDIA H200,float16,16384,256,0,hopper/mma_split,5.590000003576279,5.57360015809536,5.596800148487091,5,False
NVIDIA H200,float16,16384,256,0,hopper/warp,5.11539988219738,5.102600157260895,5.1353998482227325,5,True
NVIDIA H200,float16,16384,256,0,hopper/wmma_fast,9.418799728155136,9.404999762773514,9.456799924373627,5,False
NVIDIA H200,float16,16384,256,0,hopper/wmma_split,10.491599887609482,10.472399741411209,10.542000085115433,5,False
NVIDIA H200,float16,16384,256,1,dao,11.496199667453766,11.483799666166306,11.524800211191177,5,True
NVIDIA H200,float16,16384,256,1,dao_plus_quant,22.99260050058365,22.983600199222565,23.010000586509705,5,True
NVIDIA H200,float16,16384,256,1,hopper/mma_fast,5.2452001720666885,5.235400050878525,5.284599959850311,5,True
NVIDIA H200,float16,16384,256,1,hopper/mma_split,5.6248001754283905,5.620599910616875,5.6317999958992,5,True
NVIDIA H200,float16,16384,256,1,hopper/warp,5.06180003285408,5.0501998513937,5.081000179052353,5,True
NVIDIA H200,float16,16384,256,1,hopper/wmma_fast,9.38280001282692,9.38040018081665,9.411200135946274,5,True
NVIDIA H200,float16,16384,256,1,hopper/wmma_split,10.454999655485153,10.432799905538559,10.496199876070023,5,True
NVIDIA H200,float16,16384,64,0,dao,11.303800344467163,11.302199959754944,11.309599876403809,5,True
NVIDIA H200,float16,16384,64,0,dao_plus_quant,22.364600002765656,22.352799773216248,22.431999444961548,5,True
NVIDIA H200,float16,16384,64,0,hopper/mma_fast,2.675200067460537,2.6707999408245087,2.703999914228916,5,False
NVIDIA H200,float16,16384,64,0,hopper/mma_split,2.9475999996066093,2.8801999986171722,2.953599952161312,5,False
NVIDIA H200,float16,16384,64,0,hopper/warp,2.8324000537395477,2.8286000713706017,2.903600037097931,5,True
NVIDIA H200,float16,16384,64,0,hopper/wmma_fast,3.6563999950885773,3.652999922633171,3.66239994764328,5,False
NVIDIA H200,float16,16384,64,0,hopper/wmma_split,3.9009999483823776,3.8736000657081604,3.902199864387512,5,False
NVIDIA H200,float16,16384,64,1,dao,11.316599696874619,11.315400153398514,11.325599998235703,5,True
NVIDIA H200,float16,16384,64,1,dao_plus_quant,22.317199409008026,22.28360027074814,22.318999469280243,5,True
NVIDIA H200,float16,16384,64,1,hopper/mma_fast,2.6340000331401825,2.621600031852722,2.6666000485420227,5,True
NVIDIA H200,float16,16384,64,1,hopper/mma_split,2.979400008916855,2.9249999672174454,2.9910000041127205,5,True
NVIDIA H200,float16,16384,64,1,hopper/warp,2.843400090932846,2.8341999277472496,2.857399918138981,5,True
NVIDIA H200,float16,16384,64,1,hopper/wmma_fast,3.6281999200582504,3.626200184226036,3.631199896335602,5,True
NVIDIA H200,float16,16384,64,1,hopper/wmma_split,3.9124000817537308,3.908199816942215,3.931400179862976,5,True
