gpu,dtype,batch_size,seq_len,num_heads,head_dim,total_tokens,normalize,warmup_runs,bench_runs,implementation,kind,avg_ms,min_ms,max_ms,speedup_vs_baseline,speedup_vs_best_non_tc,max_abs_error,rmse,max_rel_error,max_ulp_error,bit_exact_vs_optimized,quant_vs_unfused,reference_source,reference_max_abs_error,absolute_pass,pdf_verified,validated_elements,fp64_ref_tokens
NVIDIA H200,fp16,4,1024,32,64,131072,true,20,100,baseline,transform,0.0842861,0.083872,0.08656,1,0.190855,0.00190067,0.000207652,0.000474557,0.5,1,n/a,optimized_regression,0,1,0,8388608,4096
NVIDIA H200,fp16,4,1024,32,64,131072,true,20,100,optimized,transform,0.0249184,0.024544,0.029216,3.38248,0.645563,0.00190067,0.000207652,0.000474557,0.5,1,n/a,optimized_regression,0,1,0,8388608,4096
NVIDIA H200,fp16,4,1024,32,64,131072,true,20,100,warp,transform,0.0160864,0.015584,0.017472,5.23959,1,0.00190067,0.000207652,0.000474557,0.5,1,n/a,optimized_regression,0,1,0,8388608,4096
NVIDIA H200,fp16,4,1024,32,64,131072,true,20,100,tc_fast,transform,0.0203696,0.020032,0.02128,4.13784,0.789726,0.00213766,0.000296304,0.000786303,1.24414,0.59799,n/a,optimized_regression,0.00390625,1,0,8388608,4096
NVIDIA H200,fp16,4,1024,32,64,131072,true,20,100,tc_split,transform,0.0223818,0.02208,0.022912,3.76584,0.718728,0.00190067,0.000207652,0.000474557,0.5,0.999989,n/a,optimized_regression,0.00195312,1,0,8388608,4096
NVIDIA H200,fp16,4,1024,32,64,131072,true,20,100,unfused_int4,fused_int4,0.0985206,0.097856,0.099584,1,0.227802,,,,,,reference,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,64,131072,true,20,100,fused_opt_int4,fused_int4,0.0842691,0.083872,0.091872,1.16912,0.266328,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,64,131072,true,20,100,fused_warp_int4,fused_int4,0.0224432,0.022016,0.022944,4.38978,1,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,64,131072,true,20,100,fused_tc_fast_int4,fused_int4,0.0207158,0.020224,0.024256,4.75581,1.08338,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,64,131072,true,20,100,fused_tc_split_int4,fused_int4,0.0227565,0.022336,0.026848,4.32934,0.986233,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,baseline,transform,0.100094,0.099232,0.103776,1,0.257032,0.00181342,0.000207847,0.00046335,0.500005,1,n/a,optimized_regression,0,1,0,16777216,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,optimized,transform,0.0452288,0.044544,0.049664,2.21306,0.568827,0.00181342,0.000207847,0.00046335,0.500005,1,n/a,optimized_regression,0,1,0,16777216,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,warp,transform,0.0257274,0.024832,0.02944,3.89057,1,0.00181342,0.000207847,0.00046335,0.500005,1,n/a,optimized_regression,0,1,0,16777216,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,tc_fast,transform,0.0362342,0.03552,0.043328,2.76242,0.710029,0.00211911,0.000293658,0.000756421,0.995379,0.586755,n/a,optimized_regression,0.00390625,1,0,16777216,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,tc_split,transform,0.0399459,0.03936,0.043232,2.50574,0.644055,0.00181342,0.000207847,0.00046335,0.500005,0.999985,n/a,optimized_regression,0.00195312,1,0,16777216,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,unfused_int4,fused_int4,0.107263,0.106208,0.111552,1,0.28828,,,,,,reference,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,fused_opt_int4,fused_int4,0.0847504,0.08432,0.09072,1.26564,0.364859,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,fused_warp_int4,fused_int4,0.0309219,0.030464,0.034592,3.46885,1,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,fused_tc_fast_int4,fused_int4,0.0362214,0.03584,0.036768,2.96132,0.853691,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,fused_tc_split_int4,fused_int4,0.0404198,0.03984,0.046912,2.65373,0.765018,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,baseline,transform,0.197851,0.196864,0.203296,1,0.200881,0.00176239,0.000207763,0.000442476,0.500061,1,n/a,optimized_regression,0,1,0,33554432,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,optimized,transform,0.0850502,0.084,0.089472,2.32629,0.467308,0.00176239,0.000207763,0.000442476,0.500061,1,n/a,optimized_regression,0,1,0,33554432,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,warp,transform,0.0397446,0.038592,0.050176,4.97806,1,0.00176239,0.000207763,0.000442476,0.500061,1,n/a,optimized_regression,0,1,0,33554432,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,tc_fast,transform,0.0660125,0.065248,0.067136,2.99718,0.602078,0.00224876,0.000293846,0.000677503,0.924377,0.579909,n/a,optimized_regression,0.00390625,1,0,33554432,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,tc_split,transform,0.0736442,0.072896,0.074688,2.68658,0.539685,0.00176239,0.000207763,0.000442476,0.500061,0.999958,n/a,optimized_regression,0.00195312,1,0,33554432,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,unfused_int4,fused_int4,0.120914,0.119904,0.127712,1,0.422971,,,,,,reference,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,fused_opt_int4,fused_int4,0.0979293,0.096864,0.098784,1.23471,0.522245,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,fused_warp_int4,fused_int4,0.051143,0.050464,0.053664,2.36423,1,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,fused_tc_fast_int4,fused_int4,0.069887,0.069184,0.073696,1.73013,0.731796,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,fused_tc_split_int4,fused_int4,0.0763059,0.075616,0.080736,1.58459,0.670237,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,baseline,transform,0.0842557,0.083744,0.088448,1,0.191311,0.0149536,0.00166403,0.00376828,0.5,1,n/a,optimized_regression,0,1,0,8388608,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,optimized,transform,0.0249005,0.024384,0.028832,3.3837,0.647339,0.0149536,0.00166403,0.00376828,0.5,1,n/a,optimized_regression,0,1,0,8388608,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,warp,transform,0.016119,0.015584,0.019968,5.22709,1,0.0149536,0.00166403,0.00376828,0.5,1,n/a,optimized_regression,0,1,0,8388608,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,tc_fast,transform,0.0213392,0.020896,0.025312,3.9484,0.755372,0.0193481,0.00237888,0.00610183,1.05078,0.597605,n/a,optimized_regression,0.03125,1,0,8388608,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,tc_split,transform,0.0241699,0.023776,0.024992,3.48597,0.666905,0.0149536,0.00166403,0.00376828,0.500427,0.999708,n/a,optimized_regression,0.015625,1,0,8388608,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,unfused_int4,fused_int4,0.0985923,0.097824,0.099904,1,0.230966,,,,,,reference,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,fused_opt_int4,fused_int4,0.0841494,0.083808,0.084512,1.17163,0.270608,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,fused_warp_int4,fused_int4,0.0227715,0.022336,0.02704,4.32963,1,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,fused_tc_fast_int4,fused_int4,0.0217907,0.021408,0.022336,4.52451,1.04501,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,fused_tc_split_int4,fused_int4,0.0245578,0.024128,0.028064,4.01471,0.927264,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,baseline,transform,0.100074,0.099136,0.10176,1,0.255239,0.0155252,0.00165944,0.00386611,0.499989,1,n/a,optimized_regression,0,1,0,16777216,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,optimized,transform,0.045137,0.044608,0.04608,2.21712,0.565894,0.0155252,0.00165944,0.00386611,0.499989,1,n/a,optimized_regression,0,1,0,16777216,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,warp,transform,0.0255427,0.02496,0.026752,3.9179,1,0.0155252,0.00165944,0.00386611,0.499989,1,n/a,optimized_regression,0,1,0,16777216,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,tc_fast,transform,0.0383693,0.037728,0.046784,2.60818,0.665708,0.0166948,0.00235075,0.00522791,1.01288,0.58666,n/a,optimized_regression,0.03125,1,0,16777216,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,tc_split,transform,0.0434851,0.042944,0.044352,2.30134,0.58739,0.0155252,0.00165944,0.00386611,0.499989,0.999661,n/a,optimized_regression,0.015625,1,0,16777216,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,unfused_int4,fused_int4,0.107269,0.106336,0.110624,1,0.295233,,,,,,reference,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,fused_opt_int4,fused_int4,0.0848173,0.084384,0.092576,1.26471,0.373384,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,fused_warp_int4,fused_int4,0.0316694,0.031008,0.046048,3.38716,1,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,fused_tc_fast_int4,fused_int4,0.0384358,0.038112,0.040288,2.79087,0.823956,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,fused_tc_split_int4,fused_int4,0.0439392,0.043424,0.04944,2.44132,0.720756,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,256,131072,true,20,100,baseline,transform,0.197937,0.196864,0.209152,1,0.20735,0.0155931,0.00166467,0.00374182,0.5,1,n/a,optimized_regression,0,1,0,33554432,4096
