gpu,dtype,batch_size,seq_len,num_heads,head_dim,total_tokens,normalize,warmup_runs,bench_runs,implementation,kind,avg_ms,min_ms,max_ms,speedup_vs_baseline,speedup_vs_best_non_tc,max_abs_error,rmse,max_rel_error,max_ulp_error,bit_exact_vs_optimized,quant_vs_unfused,reference_source,reference_max_abs_error,absolute_pass,pdf_verified,validated_elements,fp64_ref_tokens
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,tc_fast,transform,0.0469066,0.046336,0.051968,2.13814,0.547553,0.00211911,0.000293658,0.000756421,0.995379,0.586755,n/a,optimized_regression,0.00390625,1,0,16777216,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,tc_split,transform,0.0570502,0.056576,0.057792,1.75797,0.450197,0.00181342,0.000207847,0.00046335,0.500005,0.999985,n/a,optimized_regression,0.00195312,1,0,16777216,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,unfused_int4,fused_int4,0.107248,0.106272,0.11072,1,0.288794,,,,,,reference,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,fused_opt_int4,fused_int4,0.084681,0.084256,0.089184,1.26649,0.365755,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,fused_warp_int4,fused_int4,0.0309725,0.030464,0.03648,3.46268,1,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,fused_tc_fast_int4,fused_int4,0.0469997,0.046592,0.05168,2.28188,0.658993,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,128,131072,true,20,100,fused_tc_split_int4,fused_int4,0.05716,0.05664,0.061856,1.87627,0.541856,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,baseline,transform,0.197717,0.1968,0.198688,1,0.200871,0.00176239,0.000207763,0.000442476,0.500061,1,n/a,optimized_regression,0,1,0,33554432,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,optimized,transform,0.0850534,0.084,0.09056,2.32462,0.466948,0.00176239,0.000207763,0.000442476,0.500061,1,n/a,optimized_regression,0,1,0,33554432,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,warp,transform,0.0397155,0.038592,0.0416,4.97833,1,0.00176239,0.000207763,0.000442476,0.500061,1,n/a,optimized_regression,0,1,0,33554432,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,tc_fast,transform,0.0878963,0.087424,0.094656,2.24943,0.451845,0.00224876,0.000293846,0.000677503,0.924377,0.579909,n/a,optimized_regression,0.00390625,1,0,33554432,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,tc_split,transform,0.108364,0.107904,0.11296,1.82455,0.366499,0.00176239,0.000207763,0.000442476,0.500061,0.999958,n/a,optimized_regression,0.00195312,1,0,33554432,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,unfused_int4,fused_int4,0.120923,0.119872,0.125568,1,0.422495,,,,,,reference,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,fused_opt_int4,fused_int4,0.0981408,0.097024,0.104288,1.23214,0.520571,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,fused_warp_int4,fused_int4,0.0510893,0.050368,0.052512,2.36689,1,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,fused_tc_fast_int4,fused_int4,0.0887114,0.088192,0.089536,1.3631,0.575905,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,fp16,4,1024,32,256,131072,true,20,100,fused_tc_split_int4,fused_int4,0.108905,0.108416,0.109728,1.11036,0.469119,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,baseline,transform,0.084336,0.083872,0.087456,1,0.294919,0.0149536,0.00166403,0.00376828,0.5,1,n/a,optimized_regression,0,1,0,8388608,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,optimized,transform,0.0249699,0.02448,0.029088,3.3775,0.996091,0.0149536,0.00166403,0.00376828,0.5,1,n/a,optimized_regression,0,1,0,8388608,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,warp,transform,0.0248723,0.024448,0.025632,3.39076,1,0.0149536,0.00166403,0.00376828,0.5,1,n/a,optimized_regression,0,1,0,8388608,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,tc_fast,transform,0.0271798,0.02688,0.028096,3.10289,0.915102,0.0193481,0.00237888,0.00610183,1.05078,0.597605,n/a,optimized_regression,0.03125,1,0,8388608,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,tc_split,transform,0.0326579,0.032288,0.0336,2.58241,0.761601,0.0149536,0.00166403,0.00376828,0.500427,0.999708,n/a,optimized_regression,0.015625,1,0,8388608,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,unfused_int4,fused_int4,0.106729,0.106016,0.114048,1,0.235911,,,,,,reference,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,fused_opt_int4,fused_int4,0.0843706,0.083904,0.091904,1.265,0.298428,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,fused_warp_int4,fused_int4,0.0251786,0.024768,0.028672,4.23888,1,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,fused_tc_fast_int4,fused_int4,0.0274493,0.027104,0.033184,3.88822,0.917276,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,64,131072,true,20,100,fused_tc_split_int4,fused_int4,0.0330957,0.032736,0.033632,3.22486,0.760781,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,baseline,transform,0.100111,0.099424,0.101152,1,0.256173,0.0155252,0.00165944,0.00386611,0.499989,1,n/a,optimized_regression,0,1,0,16777216,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,optimized,transform,0.0452867,0.044512,0.054304,2.2106,0.566298,0.0155252,0.00165944,0.00386611,0.499989,1,n/a,optimized_regression,0,1,0,16777216,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,warp,transform,0.0256458,0.024928,0.026976,3.90361,1,0.0155252,0.00165944,0.00386611,0.499989,1,n/a,optimized_regression,0,1,0,16777216,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,tc_fast,transform,0.049113,0.048544,0.054528,2.03838,0.522179,0.0166948,0.00235075,0.00522791,1.01288,0.58666,n/a,optimized_regression,0.03125,1,0,16777216,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,tc_split,transform,0.0599283,0.059424,0.063904,1.67051,0.427941,0.0155252,0.00165944,0.00386611,0.499989,0.999661,n/a,optimized_regression,0.015625,1,0,16777216,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,unfused_int4,fused_int4,0.10742,0.106336,0.116832,1,0.293105,,,,,,reference,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,fused_opt_int4,fused_int4,0.0847712,0.084384,0.08976,1.26718,0.371417,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,fused_warp_int4,fused_int4,0.0314854,0.031104,0.032384,3.41175,1,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,fused_tc_fast_int4,fused_int4,0.0492448,0.048928,0.049856,2.18136,0.639366,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,128,131072,true,20,100,fused_tc_split_int4,fused_int4,0.0605427,0.060224,0.063584,1.77429,0.520053,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,256,131072,true,20,100,baseline,transform,0.197819,0.19696,0.19888,1,0.208176,0.0155931,0.00166467,0.00374182,0.5,1,n/a,optimized_regression,0,1,0,33554432,4096
NVIDIA H200,bf16,4,1024,32,256,131072,true,20,100,optimized,transform,0.0850714,0.084,0.085984,2.32533,0.484077,0.0155931,0.00166467,0.00374182,0.5,1,n/a,optimized_regression,0,1,0,33554432,4096
NVIDIA H200,bf16,4,1024,32,256,131072,true,20,100,warp,transform,0.0411811,0.040192,0.04288,4.80363,1,0.0155931,0.00166467,0.00374182,0.5,1,n/a,optimized_regression,0,1,0,33554432,4096
NVIDIA H200,bf16,4,1024,32,256,131072,true,20,100,tc_fast,transform,0.0925414,0.092,0.093536,2.13762,0.445002,0.0206604,0.0023564,0.00522232,0.962158,0.579743,n/a,optimized_regression,0.03125,1,0,33554432,4096
NVIDIA H200,bf16,4,1024,32,256,131072,true,20,100,tc_split,transform,0.114115,0.1136,0.115552,1.73351,0.360874,0.0155931,0.00166467,0.00374182,0.500122,0.999447,n/a,optimized_regression,0.015625,1,0,33554432,4096
NVIDIA H200,bf16,4,1024,32,256,131072,true,20,100,unfused_int4,fused_int4,0.122842,0.121408,0.128384,1,0.425373,,,,,,reference,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,256,131072,true,20,100,fused_opt_int4,fused_int4,0.0988922,0.097952,0.099936,1.24218,0.528388,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,256,131072,true,20,100,fused_warp_int4,fused_int4,0.0522534,0.051488,0.053344,2.35088,1,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,256,131072,true,20,100,fused_tc_fast_int4,fused_int4,0.0933955,0.092896,0.098432,1.31528,0.559486,,,,,,bit-exact,optimized_regression,,,,,4096
NVIDIA H200,bf16,4,1024,32,256,131072,true,20,100,fused_tc_split_int4,fused_int4,0.11582,0.115424,0.119264,1.06063,0.451161,,,,,,bit-exact,optimized_regression,,,,,4096
