gpu,dtype,tokens,head_dim,normalize,backend,round,us,max_abs,pass,nodes,replays,measurement
NVIDIA H200,float16,16384,1024,1,f8_q1/fused_warp,1,22.93879985809326,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q1/fused_warp,1,23.00480008125305,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q0/fused_warp,1,24.274399876594543,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao_plus_quant,1,70.98680138587952,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q0/fused_warp,2,24.285399913787842,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q1/fused_warp,2,23.037399351596832,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f8_q1/fused_warp,2,22.925400733947754,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao,2,33.528199791908264,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao_plus_quant,2,70.98600268363953,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q0/fused_warp,3,24.285799264907837,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao_plus_quant,3,71.03999853134155,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao,3,33.552199602127075,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f8_q1/fused_warp,3,22.98399955034256,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q1/fused_warp,3,23.030200600624084,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f8_q1/fused_warp,4,22.955000400543213,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao,4,33.54899883270264,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao_plus_quant,4,71.01479768753052,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q0/fused_warp,4,24.31039959192276,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q1/fused_warp,4,23.03120046854019,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f8_q1/fused_warp,5,22.947600483894348,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q1/fused_warp,5,23.02200049161911,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q0/fused_warp,5,24.270200729370117,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao_plus_quant,5,70.63159942626953,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao,5,33.40100049972534,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao_plus_quant,6,70.62519788742065,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q0/fused_warp,6,24.136200547218323,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q1/fused_warp,6,22.876399755477905,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f8_q1/fused_warp,6,22.824400663375854,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao,6,33.30000042915344,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao_plus_quant,7,70.62079906463623,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao,7,33.30120146274567,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f8_q1/fused_warp,7,22.79359996318817,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q1/fused_warp,7,22.855600714683533,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q0/fused_warp,7,24.133600294589996,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q1/fused_warp,8,22.858400642871857,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f8_q1/fused_warp,8,22.81299978494644,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao,8,33.340999484062195,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,dao_plus_quant,8,70.67840099334717,,True,16,10,graph_amortized_device
NVIDIA H200,float16,16384,1024,1,f4_q0/fused_warp,8,24.186399579048157,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao,0,248.9351987838745,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao_plus_quant,0,537.3805999755859,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q0/fused_warp,0,169.31519508361816,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q1/fused_warp,0,161.09119653701782,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f8_q1/fused_warp,0,160.98140478134155,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao,1,251.1444091796875,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f8_q1/fused_warp,1,159.8222017288208,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q1/fused_warp,1,160.0234031677246,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q0/fused_warp,1,172.66980409622192,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao_plus_quant,1,542.0663833618164,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q0/fused_warp,2,170.83100080490112,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q1/fused_warp,2,160.9537959098816,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f8_q1/fused_warp,2,160.93839406967163,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao,2,250.80900192260742,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao_plus_quant,2,541.5028095245361,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q0/fused_warp,3,170.62599658966064,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao_plus_quant,3,539.7491931915283,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao,3,248.89659881591797,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f8_q1/fused_warp,3,158.71180295944214,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q1/fused_warp,3,159.99959707260132,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f8_q1/fused_warp,4,161.0345959663391,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao,4,251.68180465698242,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao_plus_quant,4,540.9912109375,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q0/fused_warp,4,170.59979438781738,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q1/fused_warp,4,161.2987995147705,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f8_q1/fused_warp,5,162.16479539871216,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q1/fused_warp,5,161.26840114593506,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q0/fused_warp,5,172.51640558242798,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao_plus_quant,5,541.146993637085,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao,5,250.8078098297119,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao_plus_quant,6,541.3926124572754,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q0/fused_warp,6,170.2828049659729,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q1/fused_warp,6,159.87260341644287,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f8_q1/fused_warp,6,162.12120056152344,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao,6,251.48680210113525,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao_plus_quant,7,540.777587890625,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao,7,250.82099437713623,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f8_q1/fused_warp,7,159.82340574264526,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q1/fused_warp,7,160.76120138168335,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q0/fused_warp,7,172.64080047607422,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q1/fused_warp,8,163.68680000305176,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f8_q1/fused_warp,8,162.41559982299805,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao,8,251.10599994659424,0.0,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,dao_plus_quant,8,540.7360076904297,,True,16,10,graph_amortized_device
NVIDIA H200,float16,131072,1024,1,f4_q0/fused_warp,8,170.6055998802185,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao,0,11.940000206232071,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao_plus_quant,0,26.931199431419373,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q0/fused_warp,0,11.652600020170212,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q1/fused_warp,0,11.913199722766876,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f8_q1/fused_warp,0,12.148799747228622,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao,1,11.929400265216827,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f8_q1/fused_warp,1,12.175200134515762,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q1/fused_warp,1,11.912400275468826,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q0/fused_warp,1,11.647199839353561,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao_plus_quant,1,26.953598856925964,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q0/fused_warp,2,11.655399948358536,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q1/fused_warp,2,11.953800171613693,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f8_q1/fused_warp,2,12.2018001973629,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao,2,11.921799927949905,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao_plus_quant,2,26.939600706100464,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q0/fused_warp,3,11.662600189447403,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao_plus_quant,3,26.934200525283813,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao,3,11.937399953603745,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f8_q1/fused_warp,3,12.163399904966354,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q1/fused_warp,3,11.918999999761581,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f8_q1/fused_warp,4,12.161599844694138,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao,4,11.940400302410126,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao_plus_quant,4,26.910999417304993,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q0/fused_warp,4,11.665599793195724,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q1/fused_warp,4,11.912400275468826,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f8_q1/fused_warp,5,12.175799906253815,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q1/fused_warp,5,11.904799938201904,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q0/fused_warp,5,11.661399900913239,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao_plus_quant,5,26.92199945449829,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao,5,11.92760020494461,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao_plus_quant,6,26.94219946861267,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q0/fused_warp,6,11.671999841928482,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q1/fused_warp,6,11.910200119018555,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f8_q1/fused_warp,6,12.171199917793274,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao,6,11.919199675321579,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao_plus_quant,7,26.93600058555603,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao,7,11.932799965143204,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f8_q1/fused_warp,7,12.239400297403336,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q1/fused_warp,7,11.911600083112717,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q0/fused_warp,7,11.660999804735184,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q1/fused_warp,8,11.85000017285347,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f8_q1/fused_warp,8,12.089599668979645,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao,8,11.925599724054337,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,dao_plus_quant,8,26.87320113182068,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,16384,512,1,f4_q0/fused_warp,8,11.589200049638748,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,dao,0,81.48459792137146,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,dao_plus_quant,0,216.30520820617676,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f4_q0/fused_warp,0,81.40720129013062,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f4_q1/fused_warp,0,83.72820019721985,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f8_q1/fused_warp,0,83.52059721946716,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,dao,1,81.48620128631592,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f8_q1/fused_warp,1,83.51119756698608,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f4_q1/fused_warp,1,84.1812014579773,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f4_q0/fused_warp,1,81.4083993434906,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,dao_plus_quant,1,217.0773983001709,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f4_q0/fused_warp,2,82.01259970664978,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f4_q1/fused_warp,2,84.29380059242249,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f8_q1/fused_warp,2,84.12740230560303,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,dao,2,81.62760138511658,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,dao_plus_quant,2,217.19980239868164,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f4_q0/fused_warp,3,82.12500214576721,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,dao_plus_quant,3,217.24660396575928,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,dao,3,81.6465973854065,0.0,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f8_q1/fused_warp,3,84.16060209274292,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f4_q1/fused_warp,3,84.2956006526947,,True,16,10,graph_amortized_device
NVIDIA H200,bfloat16,131072,512,1,f8_q1/fused_warp,4,84.09559726715088,,True,16,10,graph_amortized_device
