gpu,variant,dtype,head_dim,implementation,repeats,median_us,min_us,max_us
NVIDIA H200,w8_tc8_v0,fp16,64,fused_warp_int4,3,22.4109,22.401600000000002,22.4211
NVIDIA H200,w8_tc8_v0,fp16,64,optimized,3,24.9347,24.905,24.9398
NVIDIA H200,w8_tc8_v0,fp16,64,tc_fast,3,25.6678,25.6368,25.731199999999998
NVIDIA H200,w8_tc8_v0,fp16,64,tc_split,3,30.9875,30.985,31.045099999999998
NVIDIA H200,w8_tc8_v0,fp16,64,unfused_int4,3,98.5734,98.455,98.65119999999999
NVIDIA H200,w8_tc8_v0,fp16,64,warp,3,16.1462,16.0739,16.1594
NVIDIA H200,w8_tc8_v0,fp16,128,baseline,3,100.117,100.096,100.19200000000001
NVIDIA H200,w8_tc8_v0,fp16,128,fused_opt_int4,3,84.82589999999999,84.7594,84.8262
NVIDIA H200,w8_tc8_v0,fp16,128,fused_tc_fast_int4,3,46.277100000000004,46.2128,46.3203
NVIDIA H200,w8_tc8_v0,fp16,128,fused_tc_split_int4,3,56.5216,56.503699999999995,56.556200000000004
NVIDIA H200,w8_tc8_v0,fp16,128,fused_warp_int4,3,31.0826,31.0758,31.1379
NVIDIA H200,w8_tc8_v0,fp16,128,optimized,3,45.1706,45.159400000000005,45.2566
NVIDIA H200,w8_tc8_v0,fp16,128,tc_fast,3,45.9968,45.952600000000004,46.0832
NVIDIA H200,w8_tc8_v0,fp16,128,tc_split,3,56.3715,56.2874,56.4346
NVIDIA H200,w8_tc8_v0,fp16,128,unfused_int4,3,106.503,106.473,106.753
NVIDIA H200,w8_tc8_v0,fp16,128,warp,3,25.188200000000002,25.1664,25.232
NVIDIA H200,w8_tc8_v0,fp16,256,baseline,3,197.713,197.69500000000002,197.783
NVIDIA H200,w8_tc8_v0,fp16,256,fused_opt_int4,3,98.033,97.96539999999999,98.07939999999999
NVIDIA H200,w8_tc8_v0,fp16,256,fused_tc_fast_int4,3,87.0659,87.02590000000001,87.1373
NVIDIA H200,w8_tc8_v0,fp16,256,fused_tc_split_int4,3,107.529,107.39500000000001,107.575
NVIDIA H200,w8_tc8_v0,fp16,256,fused_warp_int4,3,51.2006,51.056,51.2442
NVIDIA H200,w8_tc8_v0,fp16,256,optimized,3,84.9946,84.9683,85.1597
NVIDIA H200,w8_tc8_v0,fp16,256,tc_fast,3,85.9594,85.88289999999999,86.0253
NVIDIA H200,w8_tc8_v0,fp16,256,tc_split,3,106.546,106.52799999999999,106.625
NVIDIA H200,w8_tc8_v0,fp16,256,unfused_int4,3,121.394,121.307,121.48599999999999
NVIDIA H200,w8_tc8_v0,fp16,256,warp,3,40.2333,40.159,40.257
