gpu,variant,dtype,head_dim,implementation,repeats,median_us,min_us,max_us
NVIDIA H200,w4_tc4_v1,fp16,1024,optimized,3,363.95,363.588,363.995
NVIDIA H200,w4_tc4_v1,fp16,1024,tc_fast,3,216.459,216.40499999999997,216.474
NVIDIA H200,w4_tc4_v1,fp16,1024,tc_split,3,243.332,243.26999999999998,243.392
NVIDIA H200,w4_tc4_v1,fp16,1024,unfused_int4,3,470.92,469.877,471.218
NVIDIA H200,w4_tc4_v1,fp16,1024,warp,3,172.51500000000001,172.423,172.546
NVIDIA H200,w8_tc8_v0,bf16,64,baseline,3,84.4288,84.37060000000001,84.4304
NVIDIA H200,w8_tc8_v0,bf16,64,fused_opt_int4,3,84.40480000000001,84.384,84.56859999999999
NVIDIA H200,w8_tc8_v0,bf16,64,fused_tc_fast_int4,3,27.4048,27.402900000000002,27.512
NVIDIA H200,w8_tc8_v0,bf16,64,fused_tc_split_int4,3,33.216,33.168000000000006,33.251799999999996
NVIDIA H200,w8_tc8_v0,bf16,64,fused_warp_int4,3,23.1085,23.0432,23.1587
NVIDIA H200,w8_tc8_v0,bf16,64,optimized,3,25.0854,25.0506,25.239
NVIDIA H200,w8_tc8_v0,bf16,64,tc_fast,3,27.0531,27.000300000000003,27.087699999999998
NVIDIA H200,w8_tc8_v0,bf16,64,tc_split,3,32.7386,32.714600000000004,32.7619
NVIDIA H200,w8_tc8_v0,bf16,64,unfused_int4,3,98.9405,98.816,99.06819999999999
NVIDIA H200,w8_tc8_v0,bf16,64,warp,3,16.3411,16.3283,16.3773
NVIDIA H200,w8_tc8_v0,bf16,128,baseline,3,100.448,100.387,100.47200000000001
NVIDIA H200,w8_tc8_v0,bf16,128,fused_opt_int4,3,84.9469,84.935,84.9914
NVIDIA H200,w8_tc8_v0,bf16,128,fused_tc_fast_int4,3,48.814099999999996,48.7907,48.8397
NVIDIA H200,w8_tc8_v0,bf16,128,fused_tc_split_int4,3,60.1328,60.1216,60.2406
NVIDIA H200,w8_tc8_v0,bf16,128,fused_warp_int4,3,31.9235,31.8115,31.952599999999997
NVIDIA H200,w8_tc8_v0,bf16,128,optimized,3,45.4221,45.362899999999996,45.4726
NVIDIA H200,w8_tc8_v0,bf16,128,tc_fast,3,48.4403,48.2707,48.4586
NVIDIA H200,w8_tc8_v0,bf16,128,tc_split,3,59.6118,59.585300000000004,59.649
NVIDIA H200,w8_tc8_v0,bf16,128,unfused_int4,3,107.061,106.992,107.07
NVIDIA H200,w8_tc8_v0,bf16,128,warp,3,25.481299999999997,25.3546,25.5203
NVIDIA H200,w8_tc8_v0,bf16,256,baseline,3,197.972,197.942,198.0
NVIDIA H200,w8_tc8_v0,bf16,256,fused_opt_int4,3,99.1658,98.8797,99.3648
NVIDIA H200,w8_tc8_v0,bf16,256,fused_tc_fast_int4,3,91.9242,91.8064,91.9885
NVIDIA H200,w8_tc8_v0,bf16,256,fused_tc_split_int4,3,114.51899999999999,114.28399999999999,114.628
NVIDIA H200,w8_tc8_v0,bf16,256,fused_warp_int4,3,52.3773,52.2237,52.4154
NVIDIA H200,w8_tc8_v0,bf16,256,optimized,3,85.2285,85.2038,85.34020000000001
NVIDIA H200,w8_tc8_v0,bf16,256,tc_fast,3,90.5933,90.54299999999999,90.6845
NVIDIA H200,w8_tc8_v0,bf16,256,tc_split,3,112.97699999999999,112.79,113.03399999999999
NVIDIA H200,w8_tc8_v0,bf16,256,unfused_int4,3,123.01299999999999,122.77499999999999,123.098
NVIDIA H200,w8_tc8_v0,bf16,256,warp,3,41.3987,41.3747,41.4509
NVIDIA H200,w8_tc8_v0,bf16,512,baseline,3,413.217,413.05199999999996,413.24499999999995
NVIDIA H200,w8_tc8_v0,bf16,512,fused_opt_int4,3,209.74699999999999,209.716,209.844
NVIDIA H200,w8_tc8_v0,bf16,512,fused_warp_int4,3,84.76989999999999,84.617,84.9597
NVIDIA H200,w8_tc8_v0,bf16,512,optimized,3,162.874,162.782,162.979
NVIDIA H200,w8_tc8_v0,bf16,512,tc_fast,3,165.821,165.79,165.83800000000002
NVIDIA H200,w8_tc8_v0,bf16,512,tc_split,3,211.999,211.977,212.13199999999998
NVIDIA H200,w8_tc8_v0,bf16,512,unfused_int4,3,213.20600000000002,212.96599999999998,213.339
NVIDIA H200,w8_tc8_v0,bf16,512,warp,3,73.6685,73.6198,73.69439999999999
NVIDIA H200,w8_tc8_v0,bf16,1024,baseline,3,916.418,916.216,916.528
NVIDIA H200,w8_tc8_v0,bf16,1024,fused_opt_int4,3,468.748,468.66,478.432
NVIDIA H200,w8_tc8_v0,bf16,1024,fused_warp_int4,3,181.83599999999998,181.808,181.868
NVIDIA H200,w8_tc8_v0,bf16,1024,optimized,3,365.388,365.055,365.477
NVIDIA H200,w8_tc8_v0,bf16,1024,tc_fast,3,313.721,313.53999999999996,313.768
NVIDIA H200,w8_tc8_v0,bf16,1024,tc_split,3,402.543,402.346,402.612
NVIDIA H200,w8_tc8_v0,bf16,1024,unfused_int4,3,475.724,474.197,475.963
NVIDIA H200,w8_tc8_v0,bf16,1024,warp,3,177.27,177.043,177.292
NVIDIA H200,w8_tc8_v0,fp16,64,baseline,3,84.43900000000001,84.3424,84.45410000000001
NVIDIA H200,w8_tc8_v0,fp16,64,fused_opt_int4,3,84.3734,84.2813,84.4176
NVIDIA H200,w8_tc8_v0,fp16,64,fused_tc_fast_int4,3,26.1862,26.1821,26.2704
NVIDIA H200,w8_tc8_v0,fp16,64,fused_tc_split_int4,3,31.433000000000003,31.3702,31.523500000000002
NVIDIA H200,w8_tc8_v0,fp16,64,fused_warp_int4,3,22.6928,22.689600000000002,22.6986
NVIDIA H200,w8_tc8_v0,fp16,64,optimized,3,25.0874,25.0566,25.2182
NVIDIA H200,w8_tc8_v0,fp16,64,tc_fast,3,25.9626,25.8915,26.0131
NVIDIA H200,w8_tc8_v0,fp16,64,tc_split,3,31.2262,31.1894,31.365099999999998
NVIDIA H200,w8_tc8_v0,fp16,64,unfused_int4,3,98.7306,98.5066,99.0477
NVIDIA H200,w8_tc8_v0,fp16,64,warp,3,16.3283,16.2035,16.4019
NVIDIA H200,w8_tc8_v0,fp16,128,baseline,3,100.262,100.22,100.27600000000001
NVIDIA H200,w8_tc8_v0,fp16,128,fused_opt_int4,3,84.9357,84.8922,84.9462
NVIDIA H200,w8_tc8_v0,fp16,128,fused_tc_fast_int4,3,46.4778,46.3658,46.8442
NVIDIA H200,w8_tc8_v0,fp16,128,fused_tc_split_int4,3,56.7846,56.6461,57.061099999999996
NVIDIA H200,w8_tc8_v0,fp16,128,fused_warp_int4,3,31.292800000000003,31.2915,31.472
NVIDIA H200,w8_tc8_v0,fp16,128,optimized,3,45.2883,45.2518,45.3898
NVIDIA H200,w8_tc8_v0,fp16,128,tc_fast,3,46.127,46.0851,46.4838
NVIDIA H200,w8_tc8_v0,fp16,128,tc_split,3,56.4893,56.463699999999996,56.8944
NVIDIA H200,w8_tc8_v0,fp16,128,unfused_int4,3,106.702,106.656,106.738
NVIDIA H200,w8_tc8_v0,fp16,128,warp,3,25.3968,25.3424,25.4582
NVIDIA H200,w8_tc8_v0,fp16,256,baseline,3,198.026,197.981,198.02800000000002
NVIDIA H200,w8_tc8_v0,fp16,256,fused_opt_int4,3,98.2256,98.1421,98.6515
NVIDIA H200,w8_tc8_v0,fp16,256,fused_tc_fast_int4,3,87.34400000000001,87.2074,87.3622
NVIDIA H200,w8_tc8_v0,fp16,256,fused_tc_split_int4,3,107.656,107.554,107.7
NVIDIA H200,w8_tc8_v0,fp16,256,fused_warp_int4,3,51.3594,51.2432,51.503
NVIDIA H200,w8_tc8_v0,fp16,256,optimized,3,85.21470000000001,85.1955,85.2403
NVIDIA H200,w8_tc8_v0,fp16,256,tc_fast,3,86.1846,86.12480000000001,86.92320000000001
NVIDIA H200,w8_tc8_v0,fp16,256,tc_split,3,106.788,106.75999999999999,107.55000000000001
NVIDIA H200,w8_tc8_v0,fp16,256,unfused_int4,3,121.85600000000001,121.819,121.936
NVIDIA H200,w8_tc8_v0,fp16,256,warp,3,40.5059,40.438700000000004,40.5344
NVIDIA H200,w8_tc8_v0,fp16,512,baseline,3,413.202,413.174,413.24499999999995
NVIDIA H200,w8_tc8_v0,fp16,512,fused_opt_int4,3,207.72099999999998,207.716,207.82
NVIDIA H200,w8_tc8_v0,fp16,512,fused_warp_int4,3,81.59389999999999,81.49860000000001,81.6262
NVIDIA H200,w8_tc8_v0,fp16,512,optimized,3,162.143,162.137,162.312
NVIDIA H200,w8_tc8_v0,fp16,512,tc_fast,3,157.205,157.203,157.28400000000002
NVIDIA H200,w8_tc8_v0,fp16,512,tc_split,3,199.896,199.854,200.023
NVIDIA H200,w8_tc8_v0,fp16,512,unfused_int4,3,213.56900000000002,213.274,213.695
NVIDIA H200,w8_tc8_v0,fp16,512,warp,3,74.0816,74.0614,74.1472
NVIDIA H200,w8_tc8_v0,fp16,1024,baseline,3,916.314,916.252,916.6419999999999
NVIDIA H200,w8_tc8_v0,fp16,1024,fused_opt_int4,3,464.763,464.54200000000003,464.908
NVIDIA H200,w8_tc8_v0,fp16,1024,fused_warp_int4,3,177.12,177.094,177.315
NVIDIA H200,w8_tc8_v0,fp16,1024,optimized,3,363.908,363.734,363.97499999999997
NVIDIA H200,w8_tc8_v0,fp16,1024,tc_fast,3,302.282,302.162,302.40299999999996
NVIDIA H200,w8_tc8_v0,fp16,1024,tc_split,3,381.412,381.268,381.465
NVIDIA H200,w8_tc8_v0,fp16,1024,unfused_int4,3,477.00399999999996,476.09299999999996,477.014
NVIDIA H200,w8_tc8_v0,fp16,1024,warp,3,178.657,178.551,178.78
